model_id,datetime,reference_datetime,site_id,family,parameter,variable,prediction
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,46,chla,18.986904732724245
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,46,chla,10.360667320868222
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,46,chla,9.09528028841387
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,46,chla,9.302099243828028
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,46,chla,9.643114538174112
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,46,chla,14.547334103829495
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,46,chla,12.424167997357907
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,46,chla,12.342560611990484
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,46,chla,9.718487455886331
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,46,chla,14.962274237216564
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,46,chla,11.483418086427228
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,47,chla,13.13974426819933
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,47,chla,14.14846961725951
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,47,chla,12.85419866324015
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,47,chla,10.39718468776749
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,47,chla,8.445727783640244
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,47,chla,9.783642975897598
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,47,chla,11.23378097017755
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,47,chla,4.5511463551735645
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,47,chla,7.287544173183738
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,47,chla,6.1392860023284435
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,47,chla,6.444559376562342
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,47,chla,7.254559480573397
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,47,chla,5.61618910088166
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,47,chla,7.940338583562956
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,47,chla,7.128047914796858
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,47,chla,8.489491567635195
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,47,chla,13.866986822127725
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,47,chla,14.059703608560898
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,47,chla,15.642472613267712
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,47,chla,14.247760491499852
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,47,chla,14.123946382140948
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,47,chla,14.259703232194703
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,47,chla,10.726479776835093
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,47,chla,10.284288572072962
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,47,chla,6.909405736664463
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,47,chla,9.169586962041366
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,47,chla,9.415200671250773
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,47,chla,6.176290015727153
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,47,chla,10.38218445279825
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,47,chla,10.547664225800581
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,47,chla,10.050752896988865
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,47,chla,3.426804881493023
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,47,chla,-2.885669514354384
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,47,chla,-4.000383307420909
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,47,chla,-4.621731522675307
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,47,chla,-4.835912748999592
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,48,chla,13.197814376112781
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,48,chla,7.606865343421013
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,48,chla,-0.654144748473559
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,48,chla,-1.4217475260202739
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,48,chla,-2.9470357085658185
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,48,chla,-3.7336350690755347
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,48,chla,-0.9372118185192271
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,48,chla,-1.8077371411902883
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,48,chla,-0.9781668950948649
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,48,chla,6.150494938988085
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,48,chla,6.360255196407063
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,48,chla,6.5266458291817155
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,48,chla,6.753619176687604
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,48,chla,11.554072274394995
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,48,chla,11.15192323135536
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,48,chla,9.851476491027082
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,48,chla,8.97536679567166
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,48,chla,11.947061616997884
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,48,chla,14.161502957929756
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,48,chla,8.384229700533014
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,48,chla,10.93207533777518
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,48,chla,5.694175788122035
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,48,chla,13.700164309844983
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,48,chla,13.32127468757868
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,48,chla,9.011360670994172
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,48,chla,6.586508206248498
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,48,chla,8.46541605380328
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,48,chla,4.411186462874556
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,48,chla,6.433359387292228
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,48,chla,11.907677475305904
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,48,chla,11.774176003766566
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,48,chla,13.475506731461776
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,48,chla,6.138089433437675
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,48,chla,10.151771028954093
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,48,chla,12.715635771358127
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,48,chla,18.57926217876479
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,49,chla,13.360740917287231
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,49,chla,10.599732052004859
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,49,chla,7.822668600185242
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,49,chla,4.4405931303976
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,49,chla,6.1834555270330664
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,49,chla,8.083532923592694
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,49,chla,9.122044304764716
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,49,chla,5.975205018332906
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,49,chla,5.880616451970147
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,49,chla,7.142841952053014
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,49,chla,2.1889910547293736
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,49,chla,-1.6915398831874133
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,49,chla,1.566444664203097
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,49,chla,4.002930253592775
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,49,chla,6.466240980649288
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,49,chla,11.706244750594333
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,49,chla,14.942048316573695
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,49,chla,11.986138677367979
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,49,chla,16.636778892336913
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,49,chla,18.577470109360377
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,49,chla,15.156145436150563
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,49,chla,13.004834319428916
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,49,chla,8.96215051387563
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,49,chla,7.627958244554338
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,49,chla,0.6470656430161515
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,49,chla,0.7788524326559761
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,49,chla,-0.9637265978473827
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,49,chla,-1.3614973120058944
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,49,chla,-1.6052749159816901
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,49,chla,-4.820118349890977
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,49,chla,-4.756305277872882
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,49,chla,1.7794333868787975
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,49,chla,10.10967656410222
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,49,chla,8.171340791761502
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,49,chla,5.3107728109723515
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,49,chla,8.501417415505296
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,50,chla,13.411310265093942
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,50,chla,10.759958149867147
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,50,chla,9.745986136992325
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,50,chla,8.56869091068586
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,50,chla,11.955478747693304
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,50,chla,11.516472994067065
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,50,chla,10.231191605045632
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,50,chla,11.909963430216946
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,50,chla,9.009533849867086
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,50,chla,11.414200461505313
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,50,chla,9.298029097900747
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,50,chla,10.615406373374398
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,50,chla,13.146827930023706
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,50,chla,10.464022518784267
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,50,chla,11.93068033365168
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,50,chla,14.769040678206053
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,50,chla,16.095960772314697
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,50,chla,12.684282112431447
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,50,chla,10.382261752261833
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,50,chla,4.01415818311101
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,50,chla,1.5429625566444911
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,50,chla,5.694924241853376
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,50,chla,3.5652011635884717
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,50,chla,4.07868952511834
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,50,chla,1.003210708792975
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,50,chla,0.4822434018014565
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,50,chla,3.7440742794771125
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,50,chla,0.7842948568207545
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,50,chla,7.148424303889836
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,50,chla,8.048360985120016
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,50,chla,0.1739392552362178
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,50,chla,1.2098504082234836
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,50,chla,0.5162637018577776
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,50,chla,2.265397035647303
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,50,chla,1.6561214672521152
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,50,chla,1.096789649756512
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,51,chla,13.222490735442916
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,51,chla,18.53691340863088
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,51,chla,13.348912075976312
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,51,chla,9.458787168346314
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,51,chla,14.627685990109452
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,51,chla,16.639974060818506
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,51,chla,12.374980304012334
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,51,chla,9.845606245086971
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,51,chla,6.163641154870077
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,51,chla,12.620110941044988
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,51,chla,14.171735210707132
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,51,chla,10.983550513964161
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,51,chla,10.69562563766624
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,51,chla,12.704748837345159
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,51,chla,6.579626007148845
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,51,chla,5.603971752614114
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,51,chla,1.9436142747451752
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,51,chla,3.9081970344194357
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,51,chla,5.78320863551307
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,51,chla,7.255927326300961
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,51,chla,12.265661153921195
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,51,chla,7.480173762324178
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,51,chla,12.282932164888484
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,51,chla,15.050373614437538
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,51,chla,11.953154945640184
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,51,chla,10.937013711900407
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,51,chla,10.671883552322521
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,51,chla,11.654461878813901
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,51,chla,7.286704126108778
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,51,chla,3.078048654720609
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,51,chla,5.303546139911132
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,51,chla,4.204057029831299
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,51,chla,2.67547912275541
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,51,chla,2.585306189159287
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,51,chla,-0.45015648958306387
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,51,chla,1.8428252927763409
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,52,chla,13.732996790904034
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,52,chla,12.355422195152507
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,52,chla,4.761556710470014
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,52,chla,9.292002798320754
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,52,chla,12.103241901494851
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,52,chla,9.944552373368476
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,52,chla,10.824580327984114
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,52,chla,19.8668665941084
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,52,chla,14.722793333915883
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,52,chla,15.607296741472465
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,52,chla,15.603312073155779
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,52,chla,18.768546757195324
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,52,chla,16.67690489307736
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,52,chla,15.90121127760789
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,52,chla,14.721739332850802
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,52,chla,11.265513456166369
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,52,chla,5.879544910266184
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,52,chla,6.7096884701878645
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,52,chla,8.70697384481663
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,52,chla,3.713593301064839
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,52,chla,4.088056826911875
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,52,chla,10.044061011225887
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,52,chla,12.911420520304038
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,52,chla,11.47159288346404
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,52,chla,9.700020971909096
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,52,chla,7.694128610898034
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,52,chla,15.647533079957041
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,52,chla,14.951959263485
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,52,chla,17.07642144278092
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,52,chla,21.941618571446522
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,52,chla,18.705111202551393
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,52,chla,19.024609274458186
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,52,chla,20.663766065433144
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,52,chla,20.67724333437957
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,52,chla,23.911110646109005
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,52,chla,23.725666532993884
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,53,chla,13.282861544105273
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,53,chla,9.65518575879433
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,53,chla,3.7376632729356936
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,53,chla,1.271078530755948
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,53,chla,3.676153478556795
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,53,chla,10.071114883222837
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,53,chla,12.169683853710776
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,53,chla,13.515000995733175
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,53,chla,12.87683619296956
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,53,chla,16.20067579161952
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,53,chla,19.848848355416656
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,53,chla,22.636456925184948
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,53,chla,17.17586725397548
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,53,chla,15.368243404645238
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,53,chla,11.572263390166158
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,53,chla,7.228216996130045
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,53,chla,7.9819316816306
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,53,chla,13.718050845485509
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,53,chla,12.870623667579773
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,53,chla,13.22239611627756
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,53,chla,12.607435972036967
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,53,chla,9.179491959430308
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,53,chla,8.888515730383602
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,53,chla,14.542705804227092
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,53,chla,17.209300237411785
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,53,chla,15.814511501859684
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,53,chla,14.356694896643392
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,53,chla,16.583345444162447
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,53,chla,15.916653647659135
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,53,chla,11.773837177408192
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,53,chla,6.792715119170836
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,53,chla,9.77651872696251
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,53,chla,7.455319277714653
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,53,chla,8.955125740703702
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,53,chla,8.398468350162958
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,53,chla,6.097818943778176
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,54,chla,13.186469885631324
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,54,chla,16.871326727351143
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,54,chla,11.555334685037922
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,54,chla,18.54826637652086
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,54,chla,15.921557058169407
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,54,chla,11.531844857324792
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,54,chla,12.713563964067301
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,54,chla,13.919345678664941
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,54,chla,16.222493114635352
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,54,chla,17.376748799809693
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,54,chla,15.363226864823416
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,54,chla,14.2591182173173
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,54,chla,15.690420179669912
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,54,chla,13.10224230066749
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,54,chla,7.254328270786111
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,54,chla,2.732917998622577
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,54,chla,6.795930296595387
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,54,chla,10.457371334513777
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,54,chla,12.374699150593957
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,54,chla,12.78764391427483
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,54,chla,10.120766116419738
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,54,chla,13.181314137043007
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,54,chla,17.88445078551941
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,54,chla,21.798724438359443
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,54,chla,23.081844736904863
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,54,chla,20.731755149764968
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,54,chla,10.166780416574623
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,54,chla,8.680596340505431
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,54,chla,7.161072096330672
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,54,chla,5.9506968079144436
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,54,chla,6.89792872537809
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,54,chla,-0.9040693035480065
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,54,chla,3.306503386729461
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,54,chla,10.895469085360444
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,54,chla,12.37725474699581
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,54,chla,12.744596579038214
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,55,chla,13.365558850919266
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,55,chla,10.275054554951383
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,55,chla,8.008365641588403
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,55,chla,9.876720433938742
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,55,chla,10.085796077463248
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,55,chla,11.695358692011023
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,55,chla,7.163843964625471
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,55,chla,4.368907735477939
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,55,chla,0.020552859185407765
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,55,chla,2.555193937958181
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,55,chla,4.289438388047225
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,55,chla,10.80737268611534
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,55,chla,10.628263048481045
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,55,chla,7.708407268516152
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,55,chla,9.917782376752527
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,55,chla,3.605454378621784
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,55,chla,4.601525047667602
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,55,chla,6.003526565580693
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,55,chla,8.46227000830613
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,55,chla,4.09627507814604
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,55,chla,2.9830642263338065
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,55,chla,-0.146629955878694
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,55,chla,-6.247126978521002
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,55,chla,2.8080784621122485
