datetime,site_id,variable,observation
2019-10-20,BARC,chla,2.17319298245614
2019-10-21,BARC,chla,2.146618705035971
2019-10-22,BARC,chla,1.926032608695652
2019-10-23,BARC,chla,NA
2019-10-24,BARC,chla,NA
2019-10-25,BARC,chla,NA
2019-10-26,BARC,chla,NA
2019-10-27,BARC,chla,1.2234507042253522
2019-10-28,BARC,chla,1.671111111111111
2019-10-29,BARC,chla,NA
2019-10-30,BARC,chla,NA
2019-10-31,BARC,chla,NA
2019-11-01,BARC,chla,NA
2019-11-02,BARC,chla,3.464675324675325
2019-11-03,BARC,chla,3.0555947136563875
2019-11-04,BARC,chla,3.1416370106761566
2019-11-05,BARC,chla,2.2884805653710245
2019-11-06,BARC,chla,1.839820143884892
2019-11-07,BARC,chla,1.8946835443037977
2019-11-08,BARC,chla,NA
2019-11-09,BARC,chla,NA
2019-11-10,BARC,chla,NA
2019-11-11,BARC,chla,NA
2019-11-12,BARC,chla,NA
2019-11-13,BARC,chla,NA
2019-11-14,BARC,chla,NA
2019-11-15,BARC,chla,NA
2019-11-16,BARC,chla,1.2962037037037035
2019-11-17,BARC,chla,1.0645833333333334
2019-11-18,BARC,chla,0.7481003584229391
2019-11-19,BARC,chla,0.7004210526315789
2019-11-20,BARC,chla,0.9219411764705884
2019-11-21,BARC,chla,NA
2019-11-22,BARC,chla,NA
2019-11-23,BARC,chla,NA
2019-11-24,BARC,chla,NA
2019-11-25,BARC,chla,NA
2019-11-26,BARC,chla,0.9415
2019-11-27,BARC,chla,0.987859649122807
2019-11-28,BARC,chla,0.8565964912280701
2019-11-29,BARC,chla,0.937560975609756
2019-11-30,BARC,chla,1.1874825174825174
2019-12-01,BARC,chla,1.028333333333333
2019-12-02,BARC,chla,1.3341114982578397
2019-12-03,BARC,chla,1.5404395604395604
2019-12-04,BARC,chla,1.0865486725663718
2019-12-05,BARC,chla,1.1998947368421051
2019-12-06,BARC,chla,1.1104255319148937
2019-12-07,BARC,chla,1.032781690140845
2019-12-08,BARC,chla,1.0657491289198606
2019-12-09,BARC,chla,1.1774911660777383
2019-12-10,BARC,chla,0.8707829181494662
2019-12-11,BARC,chla,1.3145833333333334
2019-12-12,BARC,chla,1.7447569444444444
2019-12-13,BARC,chla,3.9805673758865248
2019-12-14,BARC,chla,3.4106985294117647
2019-12-15,BARC,chla,2.7952777777777778
2019-12-16,BARC,chla,3.123531468531469
2019-12-17,BARC,chla,2.9677338129496404
2019-12-18,BARC,chla,1.123392857142857
2019-12-19,BARC,chla,NA
2019-12-20,BARC,chla,NA
2019-12-21,BARC,chla,NA
2019-12-22,BARC,chla,NA
2019-12-23,BARC,chla,NA
2019-12-24,BARC,chla,NA
2019-12-25,BARC,chla,NA
2019-12-26,BARC,chla,NA
2019-12-27,BARC,chla,NA
2019-12-28,BARC,chla,NA
2019-12-29,BARC,chla,NA
2019-12-30,BARC,chla,NA
2019-12-31,BARC,chla,1.8461666666666667
2020-01-01,BARC,chla,1.7314134275618374
2020-01-02,BARC,chla,1.517915057915058
2020-01-03,BARC,chla,1.5041134751773049
2020-01-04,BARC,chla,1.5449477351916376
2020-01-05,BARC,chla,1.6314901960784314
2020-01-06,BARC,chla,1.7835314685314685
2020-01-07,BARC,chla,1.7542160278745644
2020-01-08,BARC,chla,1.774808362369338
2020-01-09,BARC,chla,1.834519572953737
2020-01-10,BARC,chla,1.921993006993007
2020-01-11,BARC,chla,1.8984023668639056
2020-01-12,BARC,chla,1.7029268292682926
2020-01-13,BARC,chla,1.5366319444444445
2020-01-14,BARC,chla,1.4277351916376306
2020-01-15,BARC,chla,1.390281690140845
2020-01-16,BARC,chla,1.4503846153846154
2020-01-17,BARC,chla,1.9725
2020-01-18,BARC,chla,1.8860350877192984
2020-01-19,BARC,chla,1.8074825174825175
2020-01-20,BARC,chla,2.346165413533835
2020-01-21,BARC,chla,2.616395759717314
2020-01-22,BARC,chla,2.498731884057971
2020-01-23,BARC,chla,2.3439516129032256
2020-01-24,BARC,chla,2.3020863309352517
2020-01-25,BARC,chla,2.0312937062937064
2020-01-26,BARC,chla,2.1874912891986065
2020-01-27,BARC,chla,2.204219858156028
2020-01-28,BARC,chla,2.1713978494623656
2020-01-29,BARC,chla,2.305921568627451
2020-01-30,BARC,chla,1.793719298245614
2020-01-31,BARC,chla,1.8909859154929576
2020-02-01,BARC,chla,1.746445993031359
2020-02-02,BARC,chla,1.585625
2020-02-03,BARC,chla,1.5436491228070175
2020-02-04,BARC,chla,1.794633027522936
2020-02-05,BARC,chla,2.7117708333333335
2020-02-06,BARC,chla,1.851219512195122
2020-02-07,BARC,chla,1.7922535211267605
2020-02-08,BARC,chla,1.9365827338129495
2020-02-09,BARC,chla,2.031056338028169
2020-02-10,BARC,chla,2.2455902777777776
2020-02-11,BARC,chla,2.6874647887323944
2020-02-12,BARC,chla,3.6729943502824858
2020-02-13,BARC,chla,NA
2020-02-14,BARC,chla,NA
2020-02-15,BARC,chla,NA
2020-02-16,BARC,chla,NA
2020-02-17,BARC,chla,2.0171559633027525
2020-02-18,BARC,chla,1.8018021201413428
2020-02-19,BARC,chla,1.736619718309859
2020-02-20,BARC,chla,1.6939285714285717
2020-02-21,BARC,chla,2.540347222222222
2020-02-22,BARC,chla,3.1660791366906476
2020-02-23,BARC,chla,2.5143554006968643
2020-02-24,BARC,chla,2.080769230769231
2020-02-25,BARC,chla,2.224820143884892
2020-02-26,BARC,chla,1.958561403508772
2020-02-27,BARC,chla,1.710625
2020-02-28,BARC,chla,1.9258450704225352
2020-02-29,BARC,chla,1.7701742160278746
2020-03-01,BARC,chla,1.7113167259786477
2020-03-02,BARC,chla,1.582315789473684
2020-03-03,BARC,chla,1.64506993006993
2020-03-04,BARC,chla,1.5227430555555554
2020-03-05,BARC,chla,1.466736111111111
2020-03-06,BARC,chla,1.467595818815331
2020-03-07,BARC,chla,1.5064583333333332
2020-03-08,BARC,chla,2.051756756756757
2020-03-09,BARC,chla,2.120337552742616
2020-03-10,BARC,chla,1.7499441340782125
2020-03-11,BARC,chla,1.4086311787072243
2020-03-12,BARC,chla,1.318211382113821
2020-03-13,BARC,chla,1.19834008097166
2020-03-14,BARC,chla,1.104814814814815
2020-03-15,BARC,chla,1.0228163265306125
2020-03-16,BARC,chla,1.1197177419354838
2020-03-17,BARC,chla,1.2512295081967213
2020-03-18,BARC,chla,1.3362962962962963
2020-03-19,BARC,chla,1.511591836734694
2020-03-20,BARC,chla,1.8587562189054727
2020-03-21,BARC,chla,2.147883817427386
2020-03-22,BARC,chla,2.628674698795181
2020-03-23,BARC,chla,2.8964112903225807
2020-03-24,BARC,chla,3.992911392405063
2020-03-25,BARC,chla,4.262326530612245
2020-03-26,BARC,chla,3.5959302325581395
2020-03-27,BARC,chla,2.51876
2020-03-28,BARC,chla,1.6001214574898786
2020-03-29,BARC,chla,1.2165182186234818
2020-03-30,BARC,chla,1.02612
2020-03-31,BARC,chla,1.0252845528455286
2020-04-01,BARC,chla,1.1906172839506173
2020-04-02,BARC,chla,1.2025506072874494
2020-04-03,BARC,chla,1.1293574297188755
2020-04-04,BARC,chla,1.1190361445783132
2020-04-05,BARC,chla,1.4408764940239045
2020-04-06,BARC,chla,1.641
2020-04-07,BARC,chla,1.4170564516129032
2020-04-08,BARC,chla,1.3148
2020-04-09,BARC,chla,1.39176
2020-04-10,BARC,chla,1.502988047808765
2020-04-11,BARC,chla,1.78108
2020-04-12,BARC,chla,1.869437751004016
2020-04-13,BARC,chla,1.96256
2020-04-14,BARC,chla,2.2765416666666667
2020-04-15,BARC,chla,2.510663900414938
2020-04-16,BARC,chla,2.368273092369478
2020-04-17,BARC,chla,2.209032258064516
2020-04-18,BARC,chla,2.439435483870968
2020-04-19,BARC,chla,2.3566666666666665
2020-04-20,BARC,chla,2.244817813765182
2020-04-21,BARC,chla,2.1536
2020-04-22,BARC,chla,2.3103252032520327
2020-04-23,BARC,chla,2.25004
2020-04-24,BARC,chla,2.9597975708502022
2020-04-25,BARC,chla,3.0723694779116464
2020-04-26,BARC,chla,2.614449152542373
2020-04-27,BARC,chla,2.162512077294686
2020-04-28,BARC,chla,2.2261354581673305
2020-04-29,BARC,chla,1.880082304526749
2020-04-30,BARC,chla,1.89875
2020-05-01,BARC,chla,1.8039430894308943
2020-05-02,BARC,chla,1.4508870967741936
2020-05-03,BARC,chla,1.0804435483870969
2020-05-04,BARC,chla,0.8992125984251969
2020-05-05,BARC,chla,0.9386454183266932
2020-05-06,BARC,chla,0.9437848605577688
2020-05-07,BARC,chla,1.063531746031746
2020-05-08,BARC,chla,1.1363095238095238
2020-05-09,BARC,chla,1.0602788844621511
2020-05-10,BARC,chla,1.30924
2020-05-11,BARC,chla,1.2917857142857143
2020-05-12,BARC,chla,1.0707569721115535
2020-05-13,BARC,chla,1.2280081300813008
2020-05-14,BARC,chla,1.1810358565737051
2020-05-15,BARC,chla,1.4258490566037736
2020-05-16,BARC,chla,1.2239759036144575
2020-05-17,BARC,chla,1.2152380952380952
2020-05-18,BARC,chla,1.153027888446215
2020-05-19,BARC,chla,1.388373015873016
2020-05-20,BARC,chla,1.4189641434262947
2020-05-21,BARC,chla,1.3489285714285717
2020-05-22,BARC,chla,1.129484126984127
2020-05-23,BARC,chla,1.020790513833992
2020-05-24,BARC,chla,0.9857254901960784
2020-05-25,BARC,chla,1.2264940239043824
2020-05-26,BARC,chla,1.7102766798418971
2020-05-27,BARC,chla,1.6281651376146788
2020-05-28,BARC,chla,1.539918032786885
2020-05-29,BARC,chla,1.8465873015873016
2020-05-30,BARC,chla,1.696651376146789
2020-05-31,BARC,chla,1.4851778656126482
2020-06-01,BARC,chla,1.5044979919678716
2020-06-02,BARC,chla,1.8516666666666663
2020-06-03,BARC,chla,2.0732936507936506
2020-06-04,BARC,chla,2.193636363636364
2020-06-05,BARC,chla,2.053097345132743
2020-06-06,BARC,chla,2.252876712328767
2020-06-07,BARC,chla,NA
2020-06-08,BARC,chla,NA
2020-06-09,BARC,chla,NA
2020-06-10,BARC,chla,NA
2020-06-11,BARC,chla,NA
2020-06-12,BARC,chla,NA
2020-06-13,BARC,chla,NA
2020-06-14,BARC,chla,NA
2020-06-15,BARC,chla,2.787857142857143
2020-06-16,BARC,chla,2.997698113207547
2020-06-17,BARC,chla,3.1943205574912894
2020-06-18,BARC,chla,3.047222222222222
2020-06-19,BARC,chla,2.817673611111111
2020-06-20,BARC,chla,2.92801393728223
2020-06-21,BARC,chla,2.7170383275261325
2020-06-22,BARC,chla,2.61801393728223
2020-06-23,BARC,chla,2.7985365853658535
2020-06-24,BARC,chla,3.3712411347517732
2020-06-25,BARC,chla,3.224140350877193
2020-06-26,BARC,chla,2.997552447552448
2020-06-27,BARC,chla,3.1496180555555555
2020-06-28,BARC,chla,4.225231316725979
2020-06-29,BARC,chla,4.073687943262411
2020-06-30,BARC,chla,3.963784722222222
2020-07-01,BARC,chla,4.375104166666667
2020-07-02,BARC,chla,5.402777777777778
2020-07-03,BARC,chla,4.705263157894737
2020-07-04,BARC,chla,4.610107142857143
2020-07-05,BARC,chla,4.749293286219081
2020-07-06,BARC,chla,5.305177304964539
2020-07-07,BARC,chla,4.06729537366548
2020-07-08,BARC,chla,4.163867595818815
2020-07-09,BARC,chla,4.527256944444445
2020-07-10,BARC,chla,3.810722891566265
2020-07-11,BARC,chla,NA
2020-07-12,BARC,chla,1.885892857142857
2020-07-13,BARC,chla,1.961
2020-07-14,BARC,chla,1.71328125
2020-07-15,BARC,chla,1.8136607142857144
2020-07-16,BARC,chla,NA
2020-07-17,BARC,chla,1.6235714285714289
2020-07-18,BARC,chla,1.6996442687747035
2020-07-19,BARC,chla,1.5413765182186234
2020-07-20,BARC,chla,1.401075697211155
2020-07-21,BARC,chla,1.3552569169960471
2020-07-22,BARC,chla,1.4192490118577077
2020-07-23,BARC,chla,1.5994861660079052
2020-07-24,BARC,chla,1.6103629032258064
2020-07-25,BARC,chla,1.5549003984063745
2020-07-26,BARC,chla,1.64508
2020-07-27,BARC,chla,1.4640963855421687
2020-07-28,BARC,chla,1.5034782608695652
2020-07-29,BARC,chla,1.6273221757322176
2020-07-30,BARC,chla,1.6017748917748915
2020-07-31,BARC,chla,1.0963698630136989
2020-08-01,BARC,chla,0.79
2020-08-02,BARC,chla,1.251123595505618
2020-08-03,BARC,chla,1.1810887096774194
2020-08-04,BARC,chla,0.9548780487804878
2020-08-05,BARC,chla,1.1137354085603113
2020-08-06,BARC,chla,1.1309055118110236
2020-08-07,BARC,chla,1.3593548387096774
2020-08-08,BARC,chla,1.3989558232931727
2020-08-09,BARC,chla,1.4066666666666667
2020-08-10,BARC,chla,1.6439285714285714
2020-08-11,BARC,chla,2.21812
2020-08-12,BARC,chla,2.545823293172691
2020-08-13,BARC,chla,2.525833333333334
2020-08-14,BARC,chla,2.8753953488372095
2020-08-15,BARC,chla,NA
2020-08-16,BARC,chla,NA
2020-08-17,BARC,chla,2.682903225806452
2020-08-18,BARC,chla,3.4331764705882355
2020-08-24,BARC,chla,NA
2020-08-25,BARC,chla,NA
2020-09-10,BARC,chla,NA
2020-09-20,BARC,chla,NA
2020-09-29,BARC,chla,NA
2020-10-07,BARC,chla,NA
2020-10-11,BARC,chla,NA
2020-10-30,BARC,chla,NA
2020-11-04,BARC,chla,NA
2020-11-13,BARC,chla,NA
2020-11-14,BARC,chla,NA
2020-11-15,BARC,chla,NA
2020-11-18,BARC,chla,3.508421052631579
2020-11-19,BARC,chla,3.7590243902439022
2020-11-20,BARC,chla,3.5286971830985916
2020-11-21,BARC,chla,3.341045296167247
2020-11-22,BARC,chla,3.6016783216783215
2020-11-23,BARC,chla,3.2560975609756095
2020-11-24,BARC,chla,2.8931884057971016
2020-11-25,BARC,chla,3.3615
2020-11-26,BARC,chla,2.9942805755395683
2020-11-27,BARC,chla,2.7573333333333334
2020-11-28,BARC,chla,2.1795652173913043
2020-11-29,BARC,chla,2.5429577464788733
2020-11-30,BARC,chla,2.6190277777777777
2020-12-01,BARC,chla,2.485128205128205
2020-12-02,BARC,chla,2.5535125448028673
2020-12-03,BARC,chla,2.6595
2020-12-04,BARC,chla,2.4272202166064982
2020-12-05,BARC,chla,2.342553191489362
2020-12-06,BARC,chla,2.3145421245421245
2020-12-07,BARC,chla,2.391304347826087
2020-12-08,BARC,chla,2.338291139240506
2020-12-09,BARC,chla,NA
2020-12-10,BARC,chla,1.1835398230088496
2020-12-11,BARC,chla,1.3259782608695652
2020-12-12,BARC,chla,1.34
2020-12-13,BARC,chla,1.1925622775800713
2020-12-14,BARC,chla,1.3245620437956205
2020-12-15,BARC,chla,1.3246762589928058
2020-12-16,BARC,chla,1.7190812720848057
2020-12-17,BARC,chla,2.0808540925266903
2020-12-18,BARC,chla,1.7497435897435898
2020-12-19,BARC,chla,1.856691176470588
2020-12-20,BARC,chla,2.4627667984189725
2020-12-21,BARC,chla,1.532904411764706
2020-12-22,BARC,chla,1.3431734317343174
2020-12-23,BARC,chla,1.3891489361702127
2020-12-24,BARC,chla,1.2834558823529412
2020-12-25,BARC,chla,1.6509964412811389
2020-12-26,BARC,chla,1.91043321299639
2020-12-27,BARC,chla,1.6395437262357415
2020-12-28,BARC,chla,1.458978102189781
2020-12-29,BARC,chla,1.170179856115108
2020-12-30,BARC,chla,1.2308156028368795
2020-12-31,BARC,chla,1.324982206405694
2021-01-01,BARC,chla,1.5826760563380282
2021-01-02,BARC,chla,1.396304347826087
2021-01-03,BARC,chla,1.8025182481751825
2021-01-04,BARC,chla,1.064837545126354
2021-01-05,BARC,chla,1.3983576642335769
2021-01-06,BARC,chla,1.7498916967509026
2021-01-07,BARC,chla,2.07296992481203
2021-01-08,BARC,chla,1.601740740740741
2021-01-09,BARC,chla,3.291894736842105
2021-01-10,BARC,chla,3.1227091633466135
2021-01-11,BARC,chla,2.1383082706766916
2021-01-12,BARC,chla,1.8158362989323844
2021-01-13,BARC,chla,2.264301075268817
2021-01-14,BARC,chla,2.0251698113207546
2021-01-15,BARC,chla,2.0249624060150375
2021-01-16,BARC,chla,1.638614232209738
2021-01-17,BARC,chla,2.2791732283464565
2021-01-18,BARC,chla,2.4157677902621724
2021-01-19,BARC,chla,1.5430916030534352
2021-01-20,BARC,chla,1.1913718411552348
2021-01-21,BARC,chla,0.6590874524714829
2021-01-22,BARC,chla,1.1284341637010675
2021-01-23,BARC,chla,1.195985401459854
2021-01-24,BARC,chla,1.2185766423357665
2021-01-25,BARC,chla,1.1638432835820895
2021-01-26,BARC,chla,1.4818947368421054
2021-01-27,BARC,chla,0.9888321167883212
2021-01-28,BARC,chla,1.1208960573476705
2021-01-29,BARC,chla,0.7984558823529412
2021-01-30,BARC,chla,0.7146931407942239
2021-01-31,BARC,chla,0.7978472222222223
2021-02-01,BARC,chla,1.1009154929577465
2021-02-02,BARC,chla,0.9771641791044776
2021-02-03,BARC,chla,0.5304511278195488
2021-02-04,BARC,chla,0.4766903914590747
2021-02-05,BARC,chla,0.4955272727272727
2021-02-06,BARC,chla,0.6426760563380282
2021-02-07,BARC,chla,0.49319852941176473
2021-02-08,BARC,chla,0.4393548387096774
2021-02-09,BARC,chla,0.3950187265917603
2021-02-10,BARC,chla,0.27804
2021-02-11,BARC,chla,0.4439166666666667
2021-02-12,BARC,chla,0.19213483146067417
2021-02-13,BARC,chla,0.16356382978723405
2021-02-14,BARC,chla,0.8512727272727273
2021-02-15,BARC,chla,NA
2021-02-16,BARC,chla,NA
2021-02-17,BARC,chla,31.963
2021-02-18,BARC,chla,65.61952380952381
2021-02-19,BARC,chla,122.86368421052632
2021-02-20,BARC,chla,61.42
2021-02-21,BARC,chla,14.987571428571428
2021-02-22,BARC,chla,4.759365671641791
2021-02-23,BARC,chla,0.8694982078853046
2021-02-24,BARC,chla,1.0644285714285715
2021-02-25,BARC,chla,1.0672887323943665
2021-02-26,BARC,chla,0.9740579710144928
2021-02-27,BARC,chla,0.7929856115107914
2021-02-28,BARC,chla,1.531099290780142
2021-03-01,BARC,chla,0.7785869565217391
2021-03-02,BARC,chla,0.6382795698924731
2021-03-03,BARC,chla,0.5726978417266188
2021-03-04,BARC,chla,0.8417490494296578
2021-03-05,BARC,chla,2.812027972027972
2021-03-06,BARC,chla,3.4189930555555557
2021-03-07,BARC,chla,3.359755244755245
2021-03-08,BARC,chla,3.095035211267606
2021-03-09,BARC,chla,3.0450877192982455
2021-03-10,BARC,chla,3.5485314685314684
2021-03-11,BARC,chla,3.136035087719298
2021-03-12,BARC,chla,3.3172727272727274
2021-03-13,BARC,chla,2.938078291814947
2021-03-14,BARC,chla,2.5327304964539006
2021-03-15,BARC,chla,2.4692198581560283
2021-03-16,BARC,chla,2.8961209964412813
2021-03-17,BARC,chla,1.1913669064748202
2021-03-18,BARC,chla,0.7380916030534351
2021-03-19,BARC,chla,1.019964664310954
2021-03-20,BARC,chla,1.214020979020979
2021-03-21,BARC,chla,1.8196853146853147
2021-03-22,BARC,chla,2.158755760368664
2021-03-23,BARC,chla,2.13507874015748
2021-03-24,BARC,chla,1.7470503597122302
2021-03-25,BARC,chla,2.8067757009345793
2021-03-26,BARC,chla,2.9759670781893006
2021-03-27,BARC,chla,3.0007894736842107
2021-03-28,BARC,chla,1.6771478873239436
2021-03-29,BARC,chla,1.7469337979094075
2021-03-30,BARC,chla,2.0858885017421605
2021-03-31,BARC,chla,1.928041958041958
2021-04-01,BARC,chla,2.1735191637630664
2021-04-02,BARC,chla,2.350452961672474
2021-04-03,BARC,chla,3.1529861111111113
2021-04-04,BARC,chla,3.3312186379928317
2021-04-05,BARC,chla,2.924787234042553
2021-04-06,BARC,chla,2.531463414634146
2021-04-07,BARC,chla,2.433440860215054
2021-04-08,BARC,chla,2.3913333333333333
2021-04-09,BARC,chla,2.455217391304348
2021-04-10,BARC,chla,2.4911458333333334
2021-04-11,BARC,chla,3.0065480427046265
2021-04-12,BARC,chla,2.6963701067615657
2021-04-13,BARC,chla,2.232222222222222
2021-04-14,BARC,chla,2.1326056338028168
2021-04-15,BARC,chla,2.185088339222615
2021-04-16,BARC,chla,2.7959027777777776
2021-04-17,BARC,chla,3.1276041666666665
2021-04-18,BARC,chla,3.203157894736842
2021-04-19,BARC,chla,2.945243055555556
2021-04-20,BARC,chla,3.061152073732719
2021-04-21,BARC,chla,3.296875
2021-04-22,BARC,chla,3.3957651245551603
2021-04-23,BARC,chla,3.4883566433566435
2021-04-24,BARC,chla,3.406944444444445
2021-04-25,BARC,chla,3.1077083333333335
2021-04-26,BARC,chla,2.9394076655052266
2021-04-27,BARC,chla,2.8449825783972127
2021-04-28,BARC,chla,2.8056428571428573
2021-04-29,BARC,chla,2.7400361010830325
2021-04-30,BARC,chla,2.443943661971831
2021-05-01,BARC,chla,2.384645390070922
2021-05-02,BARC,chla,2.423427561837456
2021-05-03,BARC,chla,2.5556643356643356
2021-05-04,BARC,chla,2.5563736263736265
2021-05-05,BARC,chla,2.1902508960573477
2021-05-06,BARC,chla,2.3530714285714285
2021-05-07,BARC,chla,2.7532974910394263
2021-05-08,BARC,chla,3.087909407665505
2021-05-09,BARC,chla,3.2485409252669037
2021-05-10,BARC,chla,3.3897080291970805
2021-05-11,BARC,chla,3.72625468164794
2021-05-12,BARC,chla,2.991166077738516
2021-05-13,BARC,chla,3.4416083916083915
2021-05-14,BARC,chla,3.604753521126761
2021-05-15,BARC,chla,3.051091549295774
2021-05-16,BARC,chla,2.7101063829787235
2021-05-17,BARC,chla,2.33
2021-05-18,BARC,chla,2.045658362989324
2021-05-19,BARC,chla,2.0771886120996443
2021-05-20,BARC,chla,2.0473333333333334
2021-05-21,BARC,chla,1.8025783972125435
2021-05-22,BARC,chla,1.663017543859649
2021-05-23,BARC,chla,1.6245583038869258
2021-05-24,BARC,chla,1.4118374558303888
2021-05-25,BARC,chla,1.5491489361702129
2021-05-26,BARC,chla,1.30493006993007
2021-05-27,BARC,chla,1.824264705882353
2021-05-28,BARC,chla,1.691203007518797
2021-05-29,BARC,chla,1.8609963099630995
2021-05-30,BARC,chla,1.9395422535211269
2021-05-31,BARC,chla,2.260141843971631
2021-06-01,BARC,chla,2.2367753623188404
2021-06-02,BARC,chla,2.1858362989323843
2021-06-03,BARC,chla,3.070798611111111
2021-06-04,BARC,chla,3.456618705035971
2021-06-05,BARC,chla,2.561444866920152
2021-06-06,BARC,chla,1.559507042253521
2021-06-07,BARC,chla,1.4276071428571429
2021-06-08,BARC,chla,2.4744979919678713
2021-06-09,BARC,chla,1.337208480565371
2021-06-10,BARC,chla,1.307672727272727
2021-06-11,BARC,chla,1.4423297491039426
2021-06-12,BARC,chla,2.0751438848920865
2021-06-13,BARC,chla,1.962491103202847
2021-06-14,BARC,chla,2.1656737588652484
2021-06-15,BARC,chla,2.231024734982332
2021-06-16,BARC,chla,2.1904270462633453
2021-06-17,BARC,chla,2.4630555555555556
2021-06-18,BARC,chla,2.0722262773722626
2021-06-19,BARC,chla,2.2941608391608392
2021-06-20,BARC,chla,2.791660777385159
2021-06-21,BARC,chla,3.5634767025089604
2021-06-22,BARC,chla,4.494496402877698
2021-06-23,BARC,chla,2.969746376811594
2021-06-24,BARC,chla,2.709929328621908
2021-06-25,BARC,chla,2.894584837545126
2021-06-26,BARC,chla,3.2282795698924733
2021-06-27,BARC,chla,3.84958041958042
2021-06-28,BARC,chla,7.1040363636363635
2021-06-29,BARC,chla,7.193911439114391
2021-06-30,BARC,chla,4.359424460431654
2021-07-01,BARC,chla,4.595789473684211
2021-07-02,BARC,chla,5.319572953736655
2021-07-03,BARC,chla,5.165804195804196
2021-07-04,BARC,chla,4.809644128113879
2021-07-05,BARC,chla,3.4769047619047617
2021-07-06,BARC,chla,2.9873591549295773
2021-07-07,BARC,chla,3.522307692307692
2021-07-08,BARC,chla,2.904175438596491
2021-07-09,BARC,chla,2.771935483870968
2021-07-10,BARC,chla,2.4048042704626336
2021-07-11,BARC,chla,2.5461071428571427
2021-07-12,BARC,chla,3.398390804597701
2021-07-13,BARC,chla,2.707014388489209
2021-07-14,BARC,chla,2.870072463768116
2021-07-15,BARC,chla,2.7165342960288807
2021-07-16,BARC,chla,2.830294117647058
2021-07-17,BARC,chla,1.7759245283018867
2021-07-18,BARC,chla,1.5598566308243729
2021-07-19,BARC,chla,1.6302247191011237
2021-07-20,BARC,chla,1.707381818181818
2021-07-21,BARC,chla,1.652310469314079
2021-07-22,BARC,chla,1.611720430107527
2021-07-23,BARC,chla,2.486403162055336
2021-07-24,BARC,chla,1.5712237762237762
2021-07-25,BARC,chla,2.265214285714286
2021-07-26,BARC,chla,2.3386219081272084
2021-07-27,BARC,chla,2.3903676470588233
2021-07-28,BARC,chla,2.111666666666667
2021-07-29,BARC,chla,2.186875
2021-07-30,BARC,chla,2.342043010752688
2021-07-31,BARC,chla,3.0007929515418503
2021-08-01,BARC,chla,3.3594545454545455
2021-08-02,BARC,chla,4.157226277372263
2021-08-03,BARC,chla,4.783908450704225
2021-08-04,BARC,chla,5.622781954887218
2021-08-05,BARC,chla,6.1875
2021-08-06,BARC,chla,6.1966785714285715
2021-08-07,BARC,chla,6.312443609022556
2021-08-08,BARC,chla,5.880717299578059
2021-08-09,BARC,chla,5.334647302904564
2021-08-10,BARC,chla,4.496851063829787
2021-08-11,BARC,chla,3.893820754716981
2021-08-12,BARC,chla,3.513333333333333
2021-08-13,BARC,chla,2.8000361010830326
2021-08-14,BARC,chla,3.478801498127341
2021-08-15,BARC,chla,3.622711267605634
2021-08-16,BARC,chla,3.760669014084507
2021-08-17,BARC,chla,4.073049645390071
2021-08-18,BARC,chla,3.741962962962963
2021-08-19,BARC,chla,3.825758754863813
2021-08-20,BARC,chla,6.043218390804598
2021-08-21,BARC,chla,8.75088028169014
2021-08-22,BARC,chla,11.425357142857145
2021-08-23,BARC,chla,6.254649446494465
2021-08-24,BARC,chla,6.68388679245283
2021-08-25,BARC,chla,6.590089686098655
2021-08-26,BARC,chla,4.434626334519573
2021-08-27,BARC,chla,5.290328467153285
2021-08-28,BARC,chla,4.563396946564885
2021-08-29,BARC,chla,4.03162962962963
2021-08-30,BARC,chla,3.4062753036437248
2021-08-31,BARC,chla,3.718313725490196
2021-09-01,BARC,chla,4.192150943396227
2021-09-02,BARC,chla,4.582406015037594
2021-09-03,BARC,chla,5.463441295546558
2021-09-04,BARC,chla,5.7709375
2021-09-05,BARC,chla,6.631925925925926
2021-09-06,BARC,chla,7.509751037344398
2021-09-07,BARC,chla,7.504663865546219
2021-09-08,BARC,chla,5.996928571428572
2021-09-09,BARC,chla,5.845735294117647
2021-09-10,BARC,chla,6.680217391304348
2021-09-11,BARC,chla,7.754653465346535
2021-09-12,BARC,chla,7.380362903225807
2021-09-13,BARC,chla,7.346031746031746
2021-09-14,BARC,chla,8.191952662721894
2021-09-15,BARC,chla,7.764132231404958
2021-09-16,BARC,chla,6.758540925266904
2021-09-17,BARC,chla,7.156
2021-09-18,BARC,chla,5.906723404255319
2021-09-19,BARC,chla,6.046133333333334
2021-09-20,BARC,chla,6.570892857142857
2021-09-21,BARC,chla,NA
2021-09-22,BARC,chla,6.106553191489362
2021-09-23,BARC,chla,7.885719696969697
2021-09-24,BARC,chla,7.859479553903346
2021-09-25,BARC,chla,7.768223938223938
2021-09-26,BARC,chla,7.682637795275591
2021-09-27,BARC,chla,7.0675531914893615
2021-09-28,BARC,chla,8.542284644194757
2021-09-29,BARC,chla,9.895090909090907
2021-09-30,BARC,chla,8.267347670250896
2021-10-01,BARC,chla,7.339052631578947
2021-10-02,BARC,chla,8.120211267605633
2021-10-03,BARC,chla,8.11502024291498
2021-10-04,BARC,chla,7.238085106382979
2021-10-05,BARC,chla,7.8011660777385154
2021-10-06,BARC,chla,6.575053380782919
2021-10-07,BARC,chla,6.986666666666666
2021-10-08,BARC,chla,8.600353356890459
